2019-07-11 21:02:37,486|MAXIMALS|app-20190711205635-0237|4|15|25.0|5|256|357.071
2019-07-11 21:07:05,529|MAXIMALS|app-20190711210244-0238|4|15|25.0|5|1024|256.249
2019-07-11 21:11:34,562|MAXIMALS|app-20190711210712-0239|4|15|25.0|5|4096|257.096
2019-07-11 21:11:57,743|MAXIMALS|app-20190711211141-0240|4|15|25.0|5|16|11.426
2019-07-11 21:12:27,486|MAXIMALS|app-20190711211205-0241|4|15|25.0|5|64|17.829
2019-07-11 21:13:05,875|MAXIMALS|app-20190711211234-0242|4|15|25.0|5|256|26.315
2019-07-11 21:13:32,156|MAXIMALS|app-20190711211313-0243|4|15|25.0|5|1024|14.693
2019-07-11 21:14:14,944|MAXIMALS|app-20190711211339-0244|4|15|25.0|5|4096|31.078
2019-07-11 21:15:11,629|MAXIMALS|app-20190711211422-0245|4|15|25.0|5|16|44.6
2019-07-11 21:16:11,002|MAXIMALS|app-20190711211518-0246|4|15|25.0|5|64|47.86
2019-07-11 21:17:22,850|MAXIMALS|app-20190711211618-0247|4|15|25.0|5|256|60.17
2019-07-11 21:18:12,591|MAXIMALS|app-20190711211730-0248|4|15|25.0|5|1024|37.783
2019-07-11 21:19:18,583|MAXIMALS|app-20190711211819-0249|4|15|25.0|5|4096|54.05
2019-07-11 21:25:57,671|MAXIMALS|app-20190711211925-0250|4|15|25.0|5|16|387.18
2019-07-11 21:31:00,597|MAXIMALS|app-20190711212605-0251|4|15|25.0|5|64|290.96
2019-07-11 21:36:45,075|MAXIMALS|app-20190711213107-0252|4|15|25.0|5|256|332.457
2019-07-11 21:41:29,752|MAXIMALS|app-20190711213652-0253|4|15|25.0|5|1024|272.733
2019-07-11 21:45:50,792|MAXIMALS|app-20190711214136-0254|4|15|25.0|5|4096|249.331
2019-07-11 21:46:15,262|MAXIMALS|app-20190711214558-0255|4|15|25.0|5|16|12.494
2019-07-11 21:46:43,690|MAXIMALS|app-20190711214622-0256|4|15|25.0|5|64|16.845
2019-07-11 21:47:21,380|MAXIMALS|app-20190711214651-0257|4|15|25.0|5|256|25.931
2019-07-11 21:47:47,651|MAXIMALS|app-20190711214728-0258|4|15|25.0|5|1024|14.261
2019-07-11 21:48:30,234|MAXIMALS|app-20190711214754-0259|4|15|25.0|5|4096|31.162
2019-07-11 21:49:24,553|MAXIMALS|app-20190711214837-0260|4|15|25.0|5|16|42.364
2019-07-11 21:50:22,290|MAXIMALS|app-20190711214931-0261|4|15|25.0|5|64|45.929
2019-07-11 21:51:32,301|MAXIMALS|app-20190711215029-0262|4|15|25.0|5|256|58.176
2019-07-11 21:52:18,420|MAXIMALS|app-20190711215139-0263|4|15|25.0|5|1024|34.226
2019-07-11 21:53:20,296|MAXIMALS|app-20190711215225-0264|4|15|25.0|5|4096|50.161
2019-07-11 21:59:45,730|MAXIMALS|app-20190711215327-0265|4|15|25.0|5|16|373.689
2019-07-11 22:04:53,952|MAXIMALS|app-20190711215952-0266|4|15|25.0|5|64|296.72
2019-07-11 22:11:09,747|MAXIMALS|app-20190711220501-0267|4|15|25.0|5|256|363.896
2019-07-11 22:15:49,211|MAXIMALS|app-20190711221117-0268|4|15|25.0|5|1024|267.388
2019-07-11 22:21:40,193|MAXIMALS|app-20190711221556-0269|4|15|25.0|5|4096|339.087
