9;MergeLast;30;3;5;F.Getting disks...;7.777;11604;204.99
9;MergeLast;30;3;5;G.Filtering less-than-mu disks...;0.266;3660;204.99
9;MergeLast;30;3;5;H.Prunning duplicate candidates...;5.027;1856;204.99
9;MergeLast;30;3;5;I.Indexing candidates...;5.441;1856;204.99
9;MergeLast;30;3;5;J.Getting expansions...;0.234;2942;204.99
9;MergeLast;30;3;5;K.Finding maximal disks...;0.214;796;204.99
9;MergeLast;30;3;5;L.Prunning duplicates and subsets...;2.427;789;204.99
10;MergeLast;30;3;5;B.Indexing points...;177.19;18546;207.94
10;MergeLast;30;3;5;C.Getting pairs...;12.302;5797;207.94
10;MergeLast;30;3;5;D.Computing centers...;1.476;11594;207.94
10;MergeLast;30;3;5;E.Indexing centers...;1.074;11594;207.94
10;MergeLast;30;3;5;F.Getting disks...;7.774;11594;207.94
10;MergeLast;30;3;5;G.Filtering less-than-mu disks...;0.267;3645;207.94
10;MergeLast;30;3;5;H.Prunning duplicate candidates...;4.751;1845;207.94
10;MergeLast;30;3;5;I.Indexing candidates...;5.129;1845;207.94
10;MergeLast;30;3;5;J.Getting expansions...;0.383;2902;207.94
10;MergeLast;30;3;5;K.Finding maximal disks...;0.197;781;207.94
10;MergeLast;30;3;5;L.Prunning duplicates and subsets...;2.071;776;207.94
