spark-submit --class FF /home/acald013/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.jar --input /home/acald013/Research/Datasets/Berlin/SideBySide/B1.tsv --epsilon 110 --mu 3 --delta 3 --distance 100 --master 169.235.27.138 --cores 4 --executors 1 --spatial CUSTOM --customymf 30 --customxmf 30 --customy 30 --customx 30 --fftimestamp 5
2019-05-09 18:59:15,433|STAGES|1|4|3868|count at FF.scala:402                |2019-05-10T01:57:58.764GMT|2019-05-10T01:58:38.204GMT| 900|88602|87063344315|43575528|85400|0|0|app-20190509184931-0108
2019-05-09 18:59:15,433|STAGES|1|4|3778|count at FF.scala:382                |2019-05-10T01:57:56.304GMT|2019-05-10T01:57:58.738GMT| 900|7619|5869603269|0|0|4767435|85400|app-20190509184931-0108
2019-05-09 18:59:15,433|STAGES|1|4|3777|flatMap at FF.scala:377              |2019-05-10T01:57:53.169GMT|2019-05-10T01:57:56.271GMT| 901|8721|6627079546|0|0|6383527|71624|app-20190509184931-0108
2019-05-09 18:59:15,434|STAGES|1|4|3776|flatMapToPair at SpatialRDD.java:347 |2019-05-10T01:57:52.829GMT|2019-05-10T01:57:53.149GMT|  31|1068|880829038|29943160|71624|0|0|app-20190509184931-0108
2019-05-09 18:59:15,434|STAGES|1|4|3688|aggregate at SpatialRDD.java:515     |2019-05-10T01:57:52.765GMT|2019-05-10T01:57:52.810GMT|  31|17|18568296|29943160|71624|0|0|app-20190509184931-0108
2019-05-09 18:59:15,434|STAGES|1|4|3600|collect at SpatialRDD.java:247       |2019-05-10T01:57:52.707GMT|2019-05-10T01:57:52.745GMT|  31|13|10701076|29943160|71624|0|0|app-20190509184931-0108
2019-05-09 18:59:15,434|STAGES|1|4|3512|aggregate at SpatialRDD.java:515     |2019-05-10T01:57:52.642GMT|2019-05-10T01:57:52.692GMT|  31|18|18677161|29943160|71624|0|0|app-20190509184931-0108
2019-05-09 18:59:15,434|STAGES|1|4|3424|aggregate at SpatialRDD.java:515     |2019-05-10T01:57:52.590GMT|2019-05-10T01:57:52.630GMT|  31|17|17248830|29943160|71624|0|0|app-20190509184931-0108
2019-05-09 18:59:15,435|STAGES|1|4|3336|aggregate at SpatialRDD.java:515     |2019-05-10T01:57:51.958GMT|2019-05-10T01:57:52.577GMT|  31|2242|2190763538|53270192|71624|0|0|app-20190509184931-0108
2019-05-09 18:59:15,435|STAGES|1|4|3248|count at FF.scala:128                |2019-05-10T01:57:51.046GMT|2019-05-10T01:57:51.942GMT|  31|3275|3236621434|67444096|88746|0|0|app-20190509184931-0108
